Id,DatasetID,IndividualID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,LocationText,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,FigureTable,Citation,DOI,SubmittedBy,ContributorEmail,Notes
92866,558,PHX341,longevity,individual-level duration of life stage,7.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.66,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92868,558,PHX342,longevity,individual-level duration of life stage,5.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.31,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92870,558,PHX343,longevity,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.84,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92872,558,PHX344,longevity,individual-level duration of life stage,7.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.79,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92874,558,PHX345,longevity,individual-level duration of life stage,7.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.68,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92876,558,PHX346,longevity,individual-level duration of life stage,6.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.33,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92878,558,PHX347,longevity,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.84,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92880,558,PHX348,longevity,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.73,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92882,558,PHX349,longevity,individual-level duration of life stage,11.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.91,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92884,558,PHX350,longevity,individual-level duration of life stage,6.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.79,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92886,558,PHX351,longevity,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.89,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92888,558,PHX352,longevity,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.66,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92890,558,PHX353,longevity,individual-level duration of life stage,3.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,2.3,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92892,558,PHX354,longevity,individual-level duration of life stage,6.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26.0,Celsius,26.0,Celsius,3.06,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92894,558,PHX355,longevity,individual-level duration of life stage,15.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.23,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92896,558,PHX356,longevity,individual-level duration of life stage,11.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.12,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92898,558,PHX357,longevity,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26.0,Celsius,26.0,Celsius,3.02,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92900,558,PHX358,longevity,individual-level duration of life stage,4.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26.0,Celsius,26.0,Celsius,2.85,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92902,558,PHX359,longevity,individual-level duration of life stage,6.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26.0,Celsius,26.0,Celsius,2.8,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92904,558,PHX360,longevity,individual-level duration of life stage,14.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.23,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92906,558,PHX361,longevity,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.17,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92908,558,PHX362,longevity,individual-level duration of life stage,11.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.09,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92910,558,PHX363,longevity,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.08,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92912,558,PHX364,longevity,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.14,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92914,558,PHX365,longevity,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.27,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92916,558,PHX366,longevity,individual-level duration of life stage,11.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.26,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92918,558,PHX367,longevity,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.03,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92920,558,PHX368,longevity,individual-level duration of life stage,13.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,0.0,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,wing length was not measured for this individual: zero assigned 
92922,558,PHX369,longevity,individual-level duration of life stage,11.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.11,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92924,558,PHX370,longevity,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.1,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92926,558,PHX371,longevity,individual-level duration of life stage,15.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.19,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92928,558,PHX372,longevity,individual-level duration of life stage,13.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,0.0,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,wing length was not measured for this individual: zero assigned 
92930,558,PHX373,longevity,individual-level duration of life stage,13.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.13,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
92932,558,PHX374,longevity,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22.0,Celsius,26.0,Celsius,3.26,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,Paul Huxley,phuxly@gmail.com,
